dataset,dataset_label,sex,sub_key,sub_label,age_key,age_label,disclosure_min_n,n_initial,n_final,n_removed,issue_type,from_axis,to_axis,from_state,to_state,cell_n,n_minors,n_adults,pct_minors,contains_minors
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,index,post1,SUD2+_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,index,post1,SUD2+_F1,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,index,post1,SUD2+_F1,SUD1_F1,5,0,5,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,index,post1,SUD2+_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,index,post1,SUD2+_F1,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,No visit,SUD2+_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,No visit,SUD2+_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD0_F1,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD0_F1,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F0,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F0,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F1,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F2+,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F2+,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD1_F2+,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F1,SUD0_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F1,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F1,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F2+,SUD0_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F11,F11 (Opioids),18-25,18-25,5,3260,3196,64,flow,post1,post2,SUD2+_F2+,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,pre,index,SUD0_F1,SUD2+_F2+,7,2,5,28.6,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,index,post1,SUD1_F2+,SUD2+_F0,5,1,4,20,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,index,post1,SUD2+_F2+,SUD0_F2+,9,1,8,11.1,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,index,post1,SUD2+_F2+,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,index,post1,SUD2+_F2+,SUD1_F2+,9,4,5,44.4,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,post1,post2,SUD0_F2+,SUD1_F0,7,2,5,28.6,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,post1,post2,SUD0_F2+,SUD2+_F1,5,2,3,40,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,post1,post2,SUD1_F2+,SUD2+_F0,7,1,6,14.3,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,post1,post2,SUD2+_F0,SUD0_F2+,6,1,5,16.7,TRUE
nationwide,Sweden,All,F12,F12 (Cannabis),all,All ages,5,15008,14993,15,flow,post1,post2,SUD2+_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,pre,index,SUD0_F1,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,index,post1,SUD2+_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,index,post1,SUD2+_F2+,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,index,post1,SUD2+_F2+,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,index,post1,SUD2+_F2+,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD0_F1,SUD2+_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD0_F2+,SUD1_F0,5,0,5,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD0_F2+,SUD1_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD0_F2+,SUD2+_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD1_F1,SUD2+_F0,9,0,9,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD1_F2+,SUD2+_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD2+_F0,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD2+_F0,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD2+_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F12,F12 (Cannabis),18-25,18-25,5,9763,9746,17,flow,post1,post2,SUD2+_F2+,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,pre,index,No visit,SUD2+_F2+,7,1,6,14.3,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD1_F1,SUD2+_F0,6,1,5,16.7,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD1_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD1_F2+,SUD1_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD1_F2+,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD2+_F1,SUD0_F2+,7,1,6,14.3,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD2+_F1,SUD1_F0,8,1,7,12.5,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD2+_F2+,No visit,5,1,4,20,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,index,post1,SUD2+_F2+,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,No visit,SUD2+_F2+,5,1,4,20,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD1_F0,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD1_F1,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD1_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD2+_F0,SUD0_F1,6,1,5,16.7,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD2+_F0,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD2+_F0,SUD2+_F1,5,1,4,20,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD2+_F1,SUD0_F2+,6,1,5,16.7,TRUE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),all,All ages,5,5677,5621,56,flow,post1,post2,SUD2+_F2+,SUD1_F0,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD1_F1,SUD2+_F0,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD1_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD1_F2+,SUD1_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD1_F2+,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F1,SUD0_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F1,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F1,SUD1_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F1,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F1,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F2+,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,index,post1,SUD2+_F2+,SUD1_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD1_F0,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD1_F1,SUD2+_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD1_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F0,SUD0_F1,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F0,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F1,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F1,SUD1_F0,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F1,SUD1_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F13,F13 (Sedatives/Hypnotics),18-25,18-25,5,4421,4355,66,flow,post1,post2,SUD2+_F2+,SUD1_F0,9,0,9,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,pre,index,No visit,SUD2+_F2+,7,1,6,14.3,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,pre,index,SUD0_F2+,SUD2+_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD1_F2+,SUD2+_F2+,9,1,8,11.1,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F0,SUD1_F2+,6,1,5,16.7,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD0_F1,8,2,6,25,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD1_F0,6,3,3,50,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD1_F1,7,2,5,28.6,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F1,SUD2+_F2+,9,1,8,11.1,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,index,post1,SUD2+_F2+,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD0_F2+,SUD2+_F2+,9,2,7,22.2,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F0,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F1,SUD1_F0,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F1,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F1,SUD2+_F2+,6,1,5,16.7,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F2+,SUD1_F0,7,1,6,14.3,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F2+,SUD2+_F0,5,1,4,20,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD1_F2+,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F0,SUD1_F1,8,1,7,12.5,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F0,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F1,SUD1_F2+,6,1,5,16.7,TRUE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F2+,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F2+,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),all,All ages,5,2936,2871,65,flow,post1,post2,SUD2+_F2+,SUD2+_F1,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,pre,index,No visit,SUD2+_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,pre,index,SUD0_F2+,SUD2+_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD1_F2+,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F0,SUD0_F2+,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F1,SUD0_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F1,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F1,SUD1_F1,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F1,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,index,post1,SUD2+_F2+,SUD0_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,No visit,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD0_F1,SUD1_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD0_F1,SUD1_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD0_F2+,SUD2+_F2+,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F0,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F1,SUD1_F0,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F1,SUD2+_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F1,SUD2+_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F2+,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD1_F2+,SUD2+_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F0,SUD1_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F0,SUD2+_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F1,SUD0_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F1,SUD1_F2+,5,0,5,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F1,SUD2+_F1,8,0,8,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F2+,SUD1_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F2+,SUD1_F1,6,0,6,0,FALSE
nationwide,Sweden,All,F15,F15 (Other stimulants),18-25,18-25,5,2417,2342,75,flow,post1,post2,SUD2+_F2+,SUD2+_F1,5,0,5,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,stratum,NA,index,NA,SUD2+_F0,9,2,7,22.2,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,stratum,NA,post1,NA,SUD2+_F0,7,1,6,14.3,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,pre,index,No visit,SUD2+_F0,9,2,7,22.2,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,index,post1,SUD1_F0,SUD2+_F0,7,1,6,14.3,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,index,post1,SUD1_F1,SUD1_F0,8,1,7,12.5,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,index,post1,SUD1_F2+,SUD0_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,index,post1,SUD2+_F0,No visit,9,2,7,22.2,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD0_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD1_F0,SUD0_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD1_F0,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD1_F0,SUD1_F2+,5,1,4,20,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD1_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD1_F2+,SUD1_F2+,7,1,6,14.3,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),all,All ages,5,2652,2563,89,flow,post1,post2,SUD2+_F0,No visit,7,1,6,14.3,TRUE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,stratum,NA,index,NA,SUD2+_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,stratum,NA,post1,NA,SUD2+_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,pre,index,No visit,SUD2+_F0,7,0,7,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,index,post1,SUD1_F0,SUD2+_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,index,post1,SUD1_F1,SUD1_F0,6,0,6,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,index,post1,SUD1_F2+,SUD0_F1,9,0,9,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,index,post1,SUD2+_F0,No visit,7,0,7,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD0_F1,SUD1_F2+,6,0,6,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD0_F2+,SUD1_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD1_F0,SUD0_F1,7,0,7,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD1_F0,SUD0_F2+,8,0,8,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD1_F1,SUD0_F2+,9,0,9,0,FALSE
nationwide,Sweden,All,F17,F17 (Tobacco),18-25,18-25,5,2444,2361,83,flow,post1,post2,SUD1_F2+,SUD0_F1,9,0,9,0,FALSE
