dataset,dataset_label,sex,sub_key,sub_label,age_key,age_label,disclosure_min_n,n_initial,n_final,n_removed,issue_type,from_axis,to_axis,from_state,to_state,cell_n,n_minors,n_adults,pct_minors,contains_minors
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F0,SUD2+_F0,5,2,3,40,TRUE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F0,SUD2+_F1,8,0,8,0,FALSE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F1,SUD0_F1,6,2,4,33.3,TRUE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F1,SUD0_F2+,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F1,SUD1_F1,7,2,5,28.6,TRUE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F1,SUD2+_F1,7,3,4,42.9,TRUE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F1,SUD2+_F2+,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),all,All ages,5,1285,1163,122,flow,post1,post2,SUD2+_F2+,No visit,7,1,6,14.3,TRUE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,stratum,NA,post2,NA,SUD2+_F0,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,stratum,NA,post2,NA,SUD2+_F1,8,0,8,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,pre,index,SUD0_F1,SUD1_F2+,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,pre,index,SUD0_F2+,SUD2+_F0,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD1_F1,SUD1_F0,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD1_F1,SUD2+_F0,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD1_F1,SUD2+_F1,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD1_F2+,No visit,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD2+_F0,SUD0_F1,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD2+_F0,SUD2+_F1,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,index,post1,SUD2+_F0,SUD2+_F2+,7,0,7,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,No visit,SUD0_F2+,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,No visit,SUD2+_F0,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD0_F1,SUD1_F1,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD0_F2+,SUD1_F2+,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD0_F2+,SUD2+_F2+,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F0,SUD1_F1,9,0,9,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F1,SUD0_F1,7,0,7,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F1,SUD0_F2+,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F1,SUD1_F1,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F2+,SUD0_F1,8,0,8,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F2+,SUD1_F2+,7,0,7,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD1_F2+,SUD2+_F2+,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD2+_F0,SUD1_F0,8,0,8,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD2+_F0,SUD2+_F1,8,0,8,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD2+_F1,SUD0_F2+,5,0,5,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD2+_F1,SUD2+_F2+,6,0,6,0,FALSE
all,All,Female,F15,F15 (Other stimulants),18-25,18-25,5,993,843,150,flow,post1,post2,SUD2+_F2+,No visit,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,stratum,NA,post2,NA,SUD1_F2+,9,2,7,22.2,TRUE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,pre,index,No visit,SUD1_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,pre,index,SUD0_F1,SUD1_F2+,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,index,post1,SUD1_F1,SUD1_F0,6,1,5,16.7,TRUE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,index,post1,SUD1_F1,SUD1_F2+,7,1,6,14.3,TRUE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,index,post1,SUD1_F2+,No visit,8,0,8,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,index,post1,SUD1_F2+,SUD0_F1,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD0_F2+,SUD1_F2+,9,2,7,22.2,TRUE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD1_F0,SUD0_F1,5,0,5,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD1_F1,SUD0_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD1_F2+,No visit,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD1_F2+,SUD0_F1,5,1,4,20,TRUE
all,All,Female,F17,F17 (Tobacco),all,All ages,5,1904,1838,66,flow,post1,post2,SUD1_F2+,SUD0_F2+,8,0,8,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,stratum,NA,post2,NA,SUD1_F1,9,0,9,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,stratum,NA,post2,NA,SUD1_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,pre,index,No visit,SUD1_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,pre,index,SUD0_F1,SUD1_F2+,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,index,post1,SUD1_F1,SUD1_F0,5,0,5,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,index,post1,SUD1_F2+,No visit,8,0,8,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,index,post1,SUD1_F2+,SUD0_F1,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD0_F1,SUD1_F1,9,0,9,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD0_F2+,SUD1_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD1_F0,SUD0_F1,5,0,5,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD1_F0,SUD1_F0,8,0,8,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD1_F1,SUD0_F2+,7,0,7,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD1_F2+,No visit,6,0,6,0,FALSE
all,All,Female,F17,F17 (Tobacco),18-25,18-25,5,1678,1610,68,flow,post1,post2,SUD1_F2+,SUD0_F2+,6,0,6,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,pre,index,SUD0_F1,SUD2+_F2+,5,0,5,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,index,post1,SUD1_F2+,SUD2+_F1,9,1,8,11.1,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,index,post1,SUD2+_F1,SUD2+_F1,5,1,4,20,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,index,post1,SUD2+_F2+,SUD0_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,index,post1,SUD2+_F2+,SUD2+_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD0_F1,SUD2+_F0,5,1,4,20,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD0_F1,SUD2+_F1,7,2,5,28.6,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD0_F2+,SUD1_F0,5,1,4,20,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD0_F2+,SUD2+_F1,6,2,4,33.3,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD1_F0,SUD0_F2+,8,2,6,25,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD1_F0,SUD2+_F2+,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD1_F2+,SUD2+_F0,7,2,5,28.6,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD2+_F0,SUD0_F1,7,1,6,14.3,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD2+_F0,SUD1_F2+,5,1,4,20,TRUE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD2+_F0,SUD2+_F1,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),all,All ages,5,7250,7221,29,flow,post1,post2,SUD2+_F1,SUD0_F2+,8,1,7,12.5,TRUE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,pre,index,SUD0_F1,SUD2+_F2+,5,0,5,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD1_F2+,SUD2+_F1,8,0,8,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F0,SUD0_F2+,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F0,SUD1_F1,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F0,SUD1_F2+,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F0,SUD2+_F1,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F1,SUD1_F1,8,0,8,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F2+,SUD0_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,index,post1,SUD2+_F2+,SUD2+_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD0_F1,SUD2+_F1,5,0,5,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD0_F1,SUD2+_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD1_F0,SUD0_F2+,6,0,6,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD1_F0,SUD2+_F2+,9,0,9,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD1_F2+,SUD2+_F0,5,0,5,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD2+_F0,SUD0_F1,6,0,6,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD2+_F0,SUD2+_F1,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD2+_F0,SUD2+_F2+,7,0,7,0,FALSE
all,All,Female,F19,F19 (Multiple drugs),18-25,18-25,5,5806,5761,45,flow,post1,post2,SUD2+_F1,SUD0_F2+,7,0,7,0,FALSE
all,All,Male,all,All SUD,all,All ages,5,50010,50008,2,flow,index,post1,SUD2+_F2+,SUD1_F0,6,1,5,16.7,TRUE
all,All,Male,all,All SUD,all,All ages,5,50010,50008,2,flow,post1,post2,SUD0_F2+,SUD2+_F0,7,1,6,14.3,TRUE
all,All,Male,all,All SUD,18-25,18-25,5,38419,38417,2,flow,index,post1,SUD2+_F2+,SUD0_F1,9,0,9,0,FALSE
all,All,Male,all,All SUD,18-25,18-25,5,38419,38417,2,flow,index,post1,SUD2+_F2+,SUD1_F0,5,0,5,0,FALSE
all,All,Male,all,All SUD,18-25,18-25,5,38419,38417,2,flow,post1,post2,SUD0_F2+,SUD2+_F0,6,0,6,0,FALSE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,index,post1,SUD2+_F1,SUD1_F2+,6,2,4,33.3,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,index,post1,SUD2+_F2+,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,index,post1,SUD2+_F2+,SUD0_F2+,8,2,6,25,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,index,post1,SUD2+_F2+,SUD1_F2+,9,1,8,11.1,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,post1,post2,SUD1_F0,SUD2+_F2+,9,2,7,22.2,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,post1,post2,SUD1_F2+,SUD2+_F0,5,2,3,40,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,post1,post2,SUD2+_F0,SUD2+_F2+,8,2,6,25,TRUE
all,All,Male,F10,F10 (Alcohol),all,All ages,5,17703,17679,24,flow,post1,post2,SUD2+_F2+,SUD2+_F0,7,1,6,14.3,TRUE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,pre,index,SUD0_F1,SUD2+_F2+,8,0,8,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,index,post1,SUD2+_F2+,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,index,post1,SUD2+_F2+,SUD0_F2+,6,0,6,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,index,post1,SUD2+_F2+,SUD1_F2+,8,0,8,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,post1,post2,SUD1_F0,SUD2+_F2+,7,0,7,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,post1,post2,SUD2+_F0,SUD2+_F2+,6,0,6,0,FALSE
all,All,Male,F10,F10 (Alcohol),18-25,18-25,5,12465,12437,28,flow,post1,post2,SUD2+_F2+,SUD2+_F0,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,pre,index,SUD0_F1,SUD2+_F1,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD1_F2+,No visit,9,1,8,11.1,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD1_F2+,SUD2+_F2+,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD2+_F0,SUD2+_F2+,8,2,6,25,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD2+_F1,SUD1_F0,6,1,5,16.7,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD2+_F1,SUD1_F1,5,1,4,20,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,index,post1,SUD2+_F1,SUD2+_F1,9,1,8,11.1,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,No visit,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD0_F1,SUD1_F1,7,1,6,14.3,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F0,SUD1_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F1,SUD0_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F1,SUD1_F2+,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F1,SUD2+_F0,8,1,7,12.5,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F1,SUD2+_F1,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F1,SUD2+_F2+,5,1,4,20,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F2+,SUD0_F2+,5,1,4,20,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F2+,SUD1_F1,6,1,5,16.7,TRUE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD1_F2+,SUD2+_F2+,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F0,SUD1_F1,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F0,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F2+,SUD1_F0,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),all,All ages,5,2252,2163,89,flow,post1,post2,SUD2+_F2+,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,pre,index,SUD0_F1,SUD2+_F1,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD1_F2+,No visit,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD1_F2+,SUD1_F2+,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD1_F2+,SUD2+_F2+,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD2+_F0,SUD2+_F2+,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD2+_F1,SUD1_F0,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,index,post1,SUD2+_F1,SUD2+_F1,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,No visit,SUD0_F2+,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,No visit,SUD1_F2+,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,No visit,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,No visit,SUD2+_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD0_F1,SUD1_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD0_F2+,SUD0_F1,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F0,SUD1_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F1,SUD0_F2+,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F1,SUD1_F2+,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F1,SUD2+_F0,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F1,SUD2+_F1,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F2+,SUD1_F1,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD1_F2+,SUD2+_F2+,7,0,7,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F0,SUD1_F1,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F0,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F1,SUD0_F1,5,0,5,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F1,SUD2+_F0,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F2+,SUD0_F2+,8,0,8,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F2+,SUD1_F0,6,0,6,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F2+,SUD1_F2+,9,0,9,0,FALSE
all,All,Male,F11,F11 (Opioids),18-25,18-25,5,2094,1999,95,flow,post1,post2,SUD2+_F2+,SUD2+_F1,6,0,6,0,FALSE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,index,post1,SUD2+_F1,SUD0_F2+,9,2,7,22.2,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,index,post1,SUD2+_F1,SUD1_F2+,9,0,9,0,FALSE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,index,post1,SUD2+_F1,SUD2+_F0,7,0,7,0,FALSE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,index,post1,SUD2+_F2+,SUD0_F2+,5,1,4,20,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,index,post1,SUD2+_F2+,SUD1_F2+,5,2,3,40,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,post1,post2,SUD0_F2+,SUD1_F0,5,2,3,40,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,post1,post2,SUD0_F2+,SUD2+_F2+,6,2,4,33.3,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,post1,post2,SUD1_F2+,SUD2+_F0,7,1,6,14.3,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,post1,post2,SUD2+_F0,SUD1_F2+,7,1,6,14.3,TRUE
all,All,Male,F12,F12 (Cannabis),all,All ages,5,11558,11535,23,flow,post1,post2,SUD2+_F0,SUD2+_F2+,9,1,8,11.1,TRUE
